Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,pdays,Previous,Poutcome,Deposit
38,technician,Married,Primary,No,217,Yes,No,Unknown,9,jun,491,6,-1,0,unknown,Yes
48,blue-collar,Divorced,Primary,No,183,No,No,Unknown,9,jun,940,1,-1,0,unknown,Yes
59,management,Married,Secondary,No,1321,No,No,Unknown,9,jun,3881,3,-1,0,unknown,Yes
58,blue-collar,Married,Secondary,No,25,No,No,Unknown,9,jun,486,3,-1,0,unknown,Yes
36,self-employed,Single,Tertiary,No,4844,No,No,Unknown,9,jun,1137,3,-1,0,unknown,Yes
42,entrepreneur,Married,Tertiary,No,5345,No,No,Unknown,11,jun,878,3,-1,0,unknown,Yes
41,admin.,Single,Secondary,No,812,No,Yes,Unknown,11,jun,583,4,-1,0,unknown,Yes
42,admin.,Married,Secondary,No,105,No,No,Unknown,11,jun,1159,4,-1,0,unknown,Yes
39,management,Married,Tertiary,No,-190,No,Yes,Unknown,11,jun,893,8,-1,0,unknown,Yes
57,housemaid,Married,Primary,No,625,No,Yes,Unknown,11,jun,867,1,-1,0,unknown,Yes
52,retired,Married,Unknown,No,293,No,No,Unknown,11,jun,706,1,-1,0,unknown,Yes
59,retired,Married,Unknown,No,1033,No,No,Unknown,11,jun,1199,1,-1,0,unknown,Yes
56,blue-collar,Married,Secondary,No,1210,No,No,Unknown,11,jun,935,1,-1,0,unknown,Yes
49,management,Married,Tertiary,No,64,No,No,Unknown,11,jun,586,1,-1,0,unknown,Yes
35,blue-collar,Divorced,Unknown,No,164,No,No,Unknown,11,jun,967,2,-1,0,unknown,Yes
36,unemployed,Married,Secondary,No,1766,No,No,Unknown,11,jun,595,2,-1,0,unknown,Yes
40,admin.,Single,Tertiary,No,1248,No,No,Unknown,11,jun,1290,2,-1,0,unknown,Yes
55,blue-collar,Married,Secondary,No,0,No,No,Unknown,12,jun,614,2,-1,0,unknown,Yes
58,admin.,Married,Secondary,No,826,No,No,Unknown,12,jun,885,1,-1,0,unknown,Yes
39,self-employed,Married,Tertiary,No,2630,No,No,Unknown,12,jun,651,5,-1,0,unknown,Yes
47,housemaid,Single,Tertiary,No,3727,No,No,Unknown,12,jun,993,6,-1,0,unknown,Yes
40,management,Married,Secondary,No,406,Yes,No,Unknown,12,jun,577,2,-1,0,unknown,Yes
35,blue-collar,Married,Tertiary,No,2999,No,No,Unknown,12,jun,1141,6,-1,0,unknown,Yes
48,blue-collar,Married,Secondary,No,1000,Yes,No,Unknown,12,jun,1268,2,-1,0,unknown,Yes
48,management,Divorced,Tertiary,No,503,No,Yes,Unknown,12,jun,1243,7,-1,0,unknown,Yes
24,blue-collar,Single,Secondary,Yes,-203,Yes,No,Unknown,12,jun,465,3,-1,0,unknown,Yes
49,blue-collar,Married,Primary,No,361,Yes,No,Unknown,16,jun,513,2,-1,0,unknown,Yes
36,blue-collar,Married,Secondary,No,274,Yes,No,Unknown,16,jun,686,11,-1,0,unknown,Yes
52,retired,Divorced,Tertiary,No,3687,Yes,Yes,Unknown,16,jun,741,4,-1,0,unknown,Yes
42,entrepreneur,Single,Unknown,No,323,No,No,Unknown,16,jun,617,1,-1,0,unknown,Yes
36,services,Married,Secondary,No,981,No,No,Unknown,16,jun,1093,1,-1,0,unknown,Yes
36,blue-collar,Divorced,Secondary,No,638,Yes,No,Unknown,16,jun,1395,2,-1,0,unknown,Yes
48,unemployed,Single,Tertiary,No,3229,No,No,Unknown,16,jun,1089,1,-1,0,unknown,Yes
51,management,Single,Secondary,No,1610,Yes,No,Unknown,16,jun,1248,3,-1,0,unknown,Yes
51,blue-collar,Married,Secondary,No,33,No,Yes,Unknown,16,jun,721,3,-1,0,unknown,Yes
46,technician,Married,Secondary,No,536,Yes,No,Unknown,16,jun,750,2,-1,0,unknown,Yes
37,management,Married,Tertiary,No,0,No,No,Unknown,16,jun,637,6,-1,0,unknown,Yes
36,entrepreneur,Married,Tertiary,No,3057,No,No,Unknown,16,jun,2769,4,-1,0,unknown,Yes
47,management,Married,Secondary,No,2892,No,No,Unknown,17,jun,556,1,-1,0,unknown,Yes
40,technician,Divorced,Tertiary,No,0,No,No,Unknown,17,jun,522,1,-1,0,unknown,Yes
38,student,Single,Tertiary,No,3316,No,No,Unknown,17,jun,1345,3,-1,0,unknown,Yes
40,management,Married,Secondary,No,106,No,No,Unknown,17,jun,676,2,-1,0,unknown,Yes
39,blue-collar,Married,Primary,No,2303,Yes,No,Unknown,17,jun,775,3,-1,0,unknown,Yes
60,management,Married,Tertiary,No,3301,No,No,Unknown,17,jun,2621,3,-1,0,unknown,Yes
39,self-employed,Single,Tertiary,No,426,No,No,Unknown,18,jun,1029,1,-1,0,unknown,Yes
51,services,Divorced,Secondary,No,9,No,No,Unknown,18,jun,371,2,-1,0,unknown,Yes
27,admin.,Married,Secondary,No,-97,Yes,No,Unknown,18,jun,1528,2,-1,0,unknown,Yes
41,management,Single,Tertiary,No,11008,No,No,Unknown,18,jun,1540,1,-1,0,unknown,Yes
42,blue-collar,Single,Primary,No,4930,No,No,Unknown,18,jun,973,1,-1,0,unknown,Yes
41,entrepreneur,Married,Secondary,No,707,No,No,Unknown,18,jun,707,1,-1,0,unknown,Yes
33,technician,Married,Secondary,No,4,Yes,Yes,Unknown,18,jun,625,2,-1,0,unknown,Yes
46,admin.,Married,Secondary,No,126,No,No,Unknown,18,jun,1255,1,-1,0,unknown,Yes
31,blue-collar,Married,Secondary,No,671,Yes,No,Unknown,18,jun,704,4,-1,0,unknown,Yes
41,blue-collar,Married,Primary,No,219,No,Yes,Unknown,18,jun,1574,3,-1,0,unknown,Yes
41,blue-collar,Divorced,Secondary,No,3622,No,No,Unknown,19,jun,1135,4,-1,0,unknown,Yes
55,retired,Divorced,Secondary,No,1580,No,Yes,Unknown,19,jun,1007,1,-1,0,unknown,Yes
53,technician,Married,Secondary,No,1319,No,No,Unknown,19,jun,1318,3,-1,0,unknown,Yes
55,housemaid,Married,Primary,No,2152,No,No,Unknown,19,jun,922,2,-1,0,unknown,Yes
39,services,Married,Secondary,No,2843,Yes,No,Unknown,19,jun,585,1,-1,0,unknown,Yes
40,entrepreneur,Married,Tertiary,Yes,0,No,No,Unknown,19,jun,952,4,-1,0,unknown,Yes
59,retired,Married,Primary,No,1115,No,No,Unknown,19,jun,834,1,-1,0,unknown,Yes
42,blue-collar,Single,Secondary,No,625,No,No,Unknown,19,jun,651,3,-1,0,unknown,Yes
41,blue-collar,Married,Primary,No,246,No,No,Unknown,19,jun,683,3,-1,0,unknown,Yes
27,blue-collar,Married,Secondary,No,61,Yes,No,Unknown,19,jun,1012,1,-1,0,unknown,Yes
25,blue-collar,Single,Secondary,No,-191,Yes,No,Unknown,19,jun,958,7,-1,0,unknown,Yes
43,unemployed,Married,Primary,No,519,No,No,Unknown,20,jun,973,2,-1,0,unknown,Yes
44,services,Married,Secondary,No,522,No,Yes,Unknown,20,jun,911,1,-1,0,unknown,Yes
26,blue-collar,Single,Secondary,No,-46,Yes,No,Unknown,20,jun,382,7,-1,0,unknown,Yes
52,retired,Married,Tertiary,No,2269,No,No,Unknown,20,jun,1210,1,-1,0,unknown,Yes
54,services,Married,Unknown,No,386,No,Yes,Unknown,20,jun,838,1,-1,0,unknown,Yes
56,management,Married,Tertiary,No,0,No,Yes,Unknown,20,jun,422,1,-1,0,unknown,Yes
57,management,Married,Tertiary,No,9103,No,Yes,Unknown,20,jun,1098,2,-1,0,unknown,Yes
29,blue-collar,Single,Secondary,No,908,Yes,No,Unknown,20,jun,1663,1,-1,0,unknown,Yes
47,technician,Married,Tertiary,No,1694,No,Yes,Unknown,20,jun,560,3,-1,0,unknown,Yes
57,management,Married,Tertiary,No,-92,Yes,Yes,Unknown,20,jun,1617,1,-1,0,unknown,Yes
40,blue-collar,Married,Secondary,No,188,Yes,Yes,Unknown,20,jun,570,2,-1,0,unknown,Yes
46,services,Divorced,Secondary,No,0,No,No,Unknown,20,jun,1023,3,-1,0,unknown,Yes
43,blue-collar,Single,Secondary,No,740,Yes,No,Unknown,20,jun,585,2,-1,0,unknown,Yes
45,management,Married,Tertiary,No,655,No,No,Unknown,20,jun,693,3,-1,0,unknown,Yes
24,management,Married,Secondary,No,867,Yes,No,Unknown,20,jun,546,10,-1,0,unknown,Yes
40,blue-collar,Married,Secondary,No,1009,Yes,Yes,Unknown,20,jun,1036,5,-1,0,unknown,Yes
38,services,Divorced,Unknown,No,6360,No,No,Unknown,20,jun,1409,2,-1,0,unknown,Yes
36,unemployed,Married,Tertiary,No,4145,No,No,Unknown,20,jun,988,4,-1,0,unknown,Yes
27,blue-collar,Single,Secondary,Yes,-27,No,No,Unknown,23,jun,498,2,-1,0,unknown,Yes
26,admin.,Single,Primary,No,-122,Yes,No,Unknown,23,jun,670,3,-1,0,unknown,Yes
43,management,Married,Tertiary,No,149,Yes,No,Unknown,23,jun,662,2,-1,0,unknown,Yes
25,blue-collar,Single,Primary,No,52,Yes,No,Unknown,24,jun,528,2,-1,0,unknown,Yes
27,blue-collar,Married,Tertiary,No,335,Yes,No,Unknown,26,jun,519,3,-1,0,unknown,Yes
30,technician,Married,Tertiary,No,526,Yes,Yes,Unknown,26,jun,677,3,-1,0,unknown,Yes
28,admin.,Single,Secondary,No,-7,No,Yes,Unknown,26,jun,3183,2,-1,0,unknown,Yes
27,blue-collar,Married,Primary,No,-413,No,Yes,Unknown,27,jun,422,6,-1,0,unknown,Yes
32,admin.,Divorced,Secondary,No,-241,No,Yes,Unknown,27,jun,856,2,-1,0,unknown,Yes
41,blue-collar,Single,Secondary,No,75,Yes,No,Unknown,1,jul,479,9,-1,0,unknown,Yes
37,technician,Single,Tertiary,No,0,No,No,Unknown,1,jul,1135,2,-1,0,unknown,Yes
27,technician,Single,Secondary,No,158,No,No,Unknown,1,jul,650,2,-1,0,unknown,Yes
29,services,Single,Secondary,No,84,No,Yes,Unknown,3,jul,587,3,-1,0,unknown,Yes
33,services,Married,Secondary,No,114,No,Yes,Unknown,3,jul,676,1,-1,0,unknown,Yes
36,technician,Married,Primary,No,0,No,No,Unknown,4,jul,584,1,-1,0,unknown,Yes
28,blue-collar,Single,Secondary,No,-127,Yes,No,Cellular,4,jul,1044,3,-1,0,unknown,Yes
55,blue-collar,Married,Secondary,No,49,Yes,No,Cellular,7,jul,494,4,-1,0,unknown,Yes
51,technician,Married,Secondary,No,216,No,No,Cellular,7,jul,615,2,-1,0,unknown,Yes
39,technician,Single,Secondary,No,506,Yes,No,Cellular,7,jul,718,2,-1,0,unknown,Yes
42,blue-collar,Divorced,Primary,No,213,Yes,No,Cellular,7,jul,434,3,-1,0,unknown,Yes
33,services,Single,Secondary,No,170,No,No,Cellular,7,jul,782,1,-1,0,unknown,Yes
36,entrepreneur,Divorced,Tertiary,No,776,No,Yes,Cellular,7,jul,722,3,-1,0,unknown,Yes
45,technician,Married,Secondary,No,879,No,No,Cellular,7,jul,621,2,-1,0,unknown,Yes
37,self-employed,Married,Secondary,No,1633,No,No,Cellular,7,jul,629,2,-1,0,unknown,Yes
46,unemployed,Married,Secondary,No,926,No,No,Cellular,7,jul,385,5,-1,0,unknown,Yes
32,self-employed,Single,Tertiary,No,2559,No,No,Cellular,7,jul,889,1,-1,0,unknown,Yes
28,technician,Single,Secondary,No,909,No,Yes,Cellular,7,jul,532,1,-1,0,unknown,Yes
45,admin.,Divorced,Secondary,No,-176,No,Yes,Cellular,7,jul,574,1,-1,0,unknown,Yes
41,blue-collar,Single,Secondary,Yes,1085,Yes,Yes,Cellular,7,jul,599,1,-1,0,unknown,Yes
59,blue-collar,Divorced,Primary,No,1265,No,Yes,Cellular,7,jul,849,1,-1,0,unknown,Yes
47,technician,Single,Secondary,No,-239,Yes,Yes,Cellular,7,jul,973,3,-1,0,unknown,Yes
31,blue-collar,Single,Secondary,No,726,No,No,Cellular,7,jul,719,2,-1,0,unknown,Yes
31,management,Single,Tertiary,No,296,No,Yes,Cellular,8,jul,509,4,-1,0,unknown,Yes
33,entrepreneur,Married,Secondary,No,-627,Yes,Yes,Cellular,8,jul,740,1,-1,0,unknown,Yes
52,entrepreneur,Married,Tertiary,Yes,-468,No,No,Cellular,8,jul,534,1,-1,0,unknown,Yes
26,self-employed,Single,Secondary,No,551,No,No,Cellular,8,jul,531,1,-1,0,unknown,Yes
25,technician,Single,Secondary,No,0,No,Yes,Cellular,8,jul,634,1,-1,0,unknown,Yes
25,blue-collar,Married,Secondary,No,101,No,Yes,Cellular,8,jul,460,3,-1,0,unknown,Yes
28,blue-collar,Single,Secondary,No,517,No,Yes,Cellular,8,jul,681,1,-1,0,unknown,Yes
33,entrepreneur,Divorced,Tertiary,No,37,No,Yes,Cellular,8,jul,1082,1,-1,0,unknown,Yes
45,management,Divorced,Tertiary,No,854,No,Yes,Cellular,8,jul,730,1,-1,0,unknown,Yes
36,services,Married,Secondary,No,30,No,Yes,Cellular,8,jul,716,5,-1,0,unknown,Yes
26,blue-collar,Single,Secondary,Yes,81,No,Yes,Cellular,8,jul,803,2,-1,0,unknown,Yes
38,technician,Married,Secondary,No,0,No,No,Cellular,8,jul,635,1,-1,0,unknown,Yes
56,blue-collar,Single,Secondary,No,663,No,Yes,Cellular,8,jul,819,3,-1,0,unknown,Yes
26,admin.,Single,Secondary,No,102,No,Yes,Cellular,8,jul,658,2,-1,0,unknown,Yes
26,technician,Married,Secondary,No,370,No,Yes,Cellular,8,jul,1061,4,-1,0,unknown,Yes
25,blue-collar,Single,Secondary,No,189,No,Yes,Cellular,8,jul,687,2,-1,0,unknown,Yes
26,unemployed,Single,Secondary,No,111,No,No,Cellular,9,jul,537,1,-1,0,unknown,Yes
40,blue-collar,Married,Primary,No,665,Yes,No,Cellular,9,jul,781,1,-1,0,unknown,Yes
37,admin.,Married,Primary,No,214,Yes,No,Cellular,9,jul,645,1,-1,0,unknown,Yes
43,blue-collar,Single,Primary,No,0,No,No,Cellular,9,jul,1242,1,-1,0,unknown,Yes
41,services,Divorced,Tertiary,No,1583,Yes,No,Cellular,9,jul,662,1,-1,0,unknown,Yes
49,blue-collar,Married,Secondary,No,0,No,Yes,Cellular,9,jul,625,1,-1,0,unknown,Yes
29,admin.,Divorced,Tertiary,Yes,0,No,Yes,Cellular,9,jul,426,3,-1,0,unknown,Yes
39,services,Divorced,Secondary,No,687,Yes,No,Cellular,9,jul,869,1,-1,0,unknown,Yes
38,management,Married,Tertiary,Yes,327,Yes,Yes,Cellular,9,jul,556,5,-1,0,unknown,Yes
26,technician,Married,Secondary,No,-119,No,Yes,Cellular,9,jul,359,5,-1,0,unknown,Yes
32,management,Married,Tertiary,No,794,Yes,Yes,Cellular,9,jul,1014,1,-1,0,unknown,Yes
33,blue-collar,Married,Primary,No,-191,Yes,Yes,Cellular,9,jul,1290,4,-1,0,unknown,Yes
31,management,Single,Tertiary,No,409,No,Yes,Cellular,9,jul,564,5,-1,0,unknown,Yes
49,blue-collar,Married,Primary,No,3,No,Yes,Cellular,9,jul,1439,6,-1,0,unknown,Yes
27,unemployed,Single,Primary,No,9,No,Yes,Cellular,9,jul,919,2,-1,0,unknown,Yes
30,blue-collar,Single,Secondary,No,155,Yes,Yes,Cellular,9,jul,1426,3,-1,0,unknown,Yes
35,blue-collar,Married,Secondary,No,1330,No,No,Cellular,10,jul,901,1,-1,0,unknown,Yes
26,blue-collar,Single,Secondary,No,-29,Yes,No,Cellular,10,jul,998,4,-1,0,unknown,Yes
45,entrepreneur,Married,Unknown,No,3133,Yes,Yes,Cellular,10,jul,804,1,-1,0,unknown,Yes
34,admin.,Married,Secondary,No,-33,Yes,Yes,Cellular,10,jul,961,1,-1,0,unknown,Yes
28,admin.,Single,Secondary,No,-170,No,Yes,Cellular,10,jul,720,2,-1,0,unknown,Yes
25,blue-collar,Single,Secondary,No,1243,No,Yes,Cellular,10,jul,1341,7,-1,0,unknown,Yes
30,blue-collar,Single,Secondary,No,1598,Yes,No,Cellular,10,jul,634,1,-1,0,unknown,Yes
30,services,Married,Secondary,No,5,No,Yes,Cellular,10,jul,829,5,-1,0,unknown,Yes
47,services,Married,Secondary,No,367,Yes,No,Cellular,10,jul,476,4,-1,0,unknown,Yes
57,admin.,Divorced,Secondary,No,658,No,No,Cellular,10,jul,724,1,-1,0,unknown,Yes
38,management,Married,Tertiary,No,1722,Yes,No,Cellular,10,jul,500,1,-1,0,unknown,Yes
54,technician,Married,Secondary,No,-315,No,Yes,Cellular,10,jul,2029,1,-1,0,unknown,Yes
25,blue-collar,Single,Primary,No,2483,No,No,Cellular,10,jul,1499,3,-1,0,unknown,Yes
30,blue-collar,Married,Secondary,No,0,Yes,Yes,Cellular,10,jul,1399,1,-1,0,unknown,Yes
26,management,Single,Tertiary,No,45,No,No,Cellular,10,jul,1187,3,-1,0,unknown,Yes
31,student,Married,Primary,No,46,Yes,No,Cellular,10,jul,487,1,-1,0,unknown,Yes
29,blue-collar,Single,Secondary,No,482,No,Yes,Cellular,10,jul,1097,3,-1,0,unknown,Yes
49,blue-collar,Married,Secondary,No,3728,Yes,No,Cellular,11,jul,1060,2,-1,0,unknown,Yes
60,retired,Divorced,Secondary,No,1099,No,No,Cellular,11,jul,764,2,-1,0,unknown,Yes
60,management,Married,Tertiary,No,2222,Yes,No,Cellular,11,jul,1120,2,-1,0,unknown,Yes
29,management,Single,Tertiary,No,983,Yes,No,Cellular,11,jul,963,2,-1,0,unknown,Yes
55,management,Divorced,Secondary,No,204,Yes,No,Cellular,11,jul,1973,2,-1,0,unknown,Yes
44,admin.,Married,Secondary,No,1074,Yes,No,Cellular,11,jul,911,2,-1,0,unknown,Yes
47,technician,Married,Secondary,No,3466,Yes,No,Cellular,11,jul,853,2,-1,0,unknown,Yes
35,admin.,Married,Secondary,No,-203,Yes,No,Cellular,11,jul,1649,2,-1,0,unknown,Yes
35,entrepreneur,Married,Secondary,No,2436,No,Yes,Cellular,14,jul,1397,3,-1,0,unknown,Yes
38,technician,Married,Secondary,No,976,Yes,No,Cellular,14,jul,766,3,-1,0,unknown,Yes
34,entrepreneur,Married,Tertiary,No,146,Yes,No,Cellular,14,jul,788,2,-1,0,unknown,Yes
50,technician,Married,Secondary,No,156,No,Yes,Cellular,14,jul,1130,3,-1,0,unknown,Yes
43,admin.,Married,Tertiary,No,189,Yes,No,Cellular,14,jul,1062,4,-1,0,unknown,Yes
44,admin.,Divorced,Secondary,No,163,Yes,No,Cellular,14,jul,1669,2,-1,0,unknown,Yes
51,services,Divorced,Secondary,No,242,No,Yes,Cellular,14,jul,1336,4,-1,0,unknown,Yes
31,technician,Married,Secondary,No,1173,Yes,No,Cellular,14,jul,444,3,-1,0,unknown,Yes
39,technician,Married,Tertiary,No,0,Yes,No,Cellular,14,jul,894,7,-1,0,unknown,Yes
59,management,Married,Tertiary,No,296,No,Yes,Cellular,15,jul,805,3,-1,0,unknown,Yes
25,services,Single,Secondary,No,333,No,Yes,Cellular,15,jul,1056,2,-1,0,unknown,Yes
58,management,Married,Tertiary,No,3864,Yes,No,Cellular,15,jul,815,4,-1,0,unknown,Yes
30,entrepreneur,Married,Primary,No,2686,Yes,No,Cellular,15,jul,808,3,-1,0,unknown,Yes
34,blue-collar,Single,Primary,No,-109,Yes,No,Cellular,15,jul,860,4,-1,0,unknown,Yes
51,services,Divorced,Secondary,No,65,No,Yes,Cellular,15,jul,881,1,-1,0,unknown,Yes
60,retired,Married,Secondary,No,597,No,No,Cellular,15,jul,981,1,-1,0,unknown,Yes
51,entrepreneur,Married,Secondary,No,-799,No,Yes,Cellular,15,jul,1001,3,-1,0,unknown,Yes
37,management,Divorced,Tertiary,No,1775,No,No,Cellular,15,jul,514,5,-1,0,unknown,Yes
30,blue-collar,Single,Primary,No,0,No,No,Cellular,15,jul,716,3,-1,0,unknown,Yes
46,entrepreneur,Divorced,Secondary,No,-563,No,Yes,Cellular,15,jul,769,4,-1,0,unknown,Yes
29,student,Single,Tertiary,No,5,No,No,Cellular,15,jul,889,5,-1,0,unknown,Yes
27,entrepreneur,Married,Tertiary,No,139,No,No,Cellular,15,jul,448,5,-1,0,unknown,Yes
28,management,Single,Tertiary,No,0,Yes,No,Cellular,16,jul,767,5,-1,0,unknown,Yes
34,blue-collar,Single,Secondary,No,855,Yes,No,Cellular,16,jul,578,1,-1,0,unknown,Yes
29,blue-collar,Single,Unknown,No,694,Yes,Yes,Cellular,16,jul,1806,4,-1,0,unknown,Yes
27,management,Single,Tertiary,No,151,Yes,No,Cellular,16,jul,496,1,-1,0,unknown,Yes
26,technician,Single,Secondary,No,354,No,No,Cellular,16,jul,586,1,-1,0,unknown,Yes
36,management,Married,Tertiary,No,673,Yes,No,Cellular,16,jul,689,1,-1,0,unknown,Yes
44,blue-collar,Married,Primary,No,1265,Yes,No,Cellular,16,jul,555,1,-1,0,unknown,Yes
39,blue-collar,Married,Tertiary,No,597,No,No,Cellular,16,jul,686,6,-1,0,unknown,Yes
30,technician,Married,Secondary,No,-393,Yes,Yes,Cellular,16,jul,435,1,-1,0,unknown,Yes
31,unemployed,Divorced,Tertiary,No,256,Yes,No,Cellular,16,jul,873,2,-1,0,unknown,Yes
56,blue-collar,Married,Primary,No,0,Yes,No,Cellular,16,jul,1222,1,-1,0,unknown,Yes
29,blue-collar,Married,Secondary,No,2870,Yes,No,Cellular,16,jul,988,1,-1,0,unknown,Yes
43,blue-collar,Married,Secondary,No,184,No,Yes,Cellular,16,jul,1019,11,-1,0,unknown,Yes
32,blue-collar,Married,Secondary,No,1905,Yes,No,Cellular,16,jul,709,2,-1,0,unknown,Yes
30,admin.,Single,Secondary,No,-36,No,No,Cellular,16,jul,561,9,-1,0,unknown,Yes
40,blue-collar,Married,Secondary,No,-839,Yes,Yes,Cellular,16,jul,1018,2,-1,0,unknown,Yes
42,services,Married,Secondary,No,3465,Yes,Yes,Cellular,16,jul,1039,2,-1,0,unknown,Yes
27,student,Married,Secondary,No,119,Yes,No,Cellular,16,jul,781,2,-1,0,unknown,Yes
35,management,Married,Tertiary,No,36,No,Yes,Cellular,16,jul,1656,5,-1,0,unknown,Yes
35,housemaid,Married,Primary,No,113,Yes,No,Cellular,17,jul,923,2,-1,0,unknown,Yes
32,blue-collar,Single,Secondary,No,118,Yes,No,Cellular,17,jul,1275,1,-1,0,unknown,Yes
39,technician,Married,Secondary,No,251,Yes,No,Cellular,17,jul,342,2,-1,0,unknown,Yes
31,blue-collar,Divorced,Secondary,No,-277,Yes,No,Telephone,17,jul,1008,2,-1,0,unknown,Yes
26,services,Single,Secondary,No,-189,No,Yes,Cellular,17,jul,538,2,-1,0,unknown,Yes
42,management,Married,Tertiary,No,4,Yes,No,Cellular,17,jul,795,1,-1,0,unknown,Yes
27,services,Single,Secondary,No,1820,Yes,No,Cellular,17,jul,1027,1,-1,0,unknown,Yes
33,self-employed,Divorced,Secondary,No,1904,Yes,No,Cellular,17,jul,1584,2,-1,0,unknown,Yes
51,blue-collar,Married,Primary,No,201,Yes,No,Cellular,17,jul,582,2,-1,0,unknown,Yes
33,admin.,Married,Secondary,No,0,Yes,No,Telephone,17,jul,1448,7,-1,0,unknown,Yes
30,technician,Single,Tertiary,No,178,No,No,Cellular,17,jul,656,3,-1,0,unknown,Yes
52,housemaid,Married,Primary,No,3798,Yes,No,Cellular,17,jul,1208,1,-1,0,unknown,Yes
42,blue-collar,Divorced,Primary,No,301,Yes,No,Cellular,17,jul,1175,2,-1,0,unknown,Yes
31,management,Divorced,Tertiary,No,294,Yes,No,Cellular,17,jul,536,5,-1,0,unknown,Yes
27,services,Married,Secondary,No,0,Yes,No,Cellular,17,jul,991,5,-1,0,unknown,Yes
44,blue-collar,Single,Secondary,No,292,No,Yes,Cellular,17,jul,1153,4,-1,0,unknown,Yes
40,entrepreneur,Divorced,Secondary,No,2998,Yes,No,Cellular,18,jul,623,3,-1,0,unknown,Yes
46,housemaid,Divorced,Primary,No,2084,Yes,No,Cellular,18,jul,1081,2,-1,0,unknown,Yes
32,services,Divorced,Secondary,No,454,Yes,No,Cellular,18,jul,978,1,-1,0,unknown,Yes
56,technician,Divorced,Secondary,No,179,No,No,Cellular,18,jul,536,1,-1,0,unknown,Yes
33,blue-collar,Married,Secondary,No,661,Yes,No,Cellular,18,jul,968,1,-1,0,unknown,Yes
33,blue-collar,Married,Secondary,No,89,Yes,No,Cellular,18,jul,278,2,-1,0,unknown,Yes
32,self-employed,Married,Primary,No,102,Yes,No,Cellular,18,jul,560,1,-1,0,unknown,Yes
41,blue-collar,Divorced,Primary,No,138,Yes,No,Cellular,18,jul,640,3,-1,0,unknown,Yes
31,admin.,Single,Secondary,No,622,No,No,Cellular,18,jul,420,1,-1,0,unknown,Yes
30,admin.,Divorced,Secondary,No,10,Yes,No,Cellular,18,jul,658,2,-1,0,unknown,Yes
34,admin.,Divorced,Secondary,No,-251,No,No,Cellular,18,jul,641,1,-1,0,unknown,Yes
43,entrepreneur,Married,Secondary,No,104,Yes,No,Cellular,18,jul,635,3,-1,0,unknown,Yes
28,blue-collar,Married,Secondary,No,173,No,No,Cellular,18,jul,588,7,-1,0,unknown,Yes
32,admin.,Divorced,Secondary,No,-46,No,Yes,Cellular,18,jul,1373,4,-1,0,unknown,Yes
31,blue-collar,Divorced,Secondary,No,0,Yes,Yes,Cellular,18,jul,913,4,-1,0,unknown,Yes
35,entrepreneur,Single,Tertiary,No,145,Yes,No,Cellular,18,jul,799,2,-1,0,unknown,Yes
31,management,Married,Tertiary,No,325,Yes,No,Cellular,18,jul,1139,2,-1,0,unknown,Yes
25,services,Single,Secondary,No,2311,No,Yes,Cellular,21,jul,1105,2,-1,0,unknown,Yes
56,retired,Divorced,Tertiary,No,158,No,Yes,Cellular,21,jul,854,1,-1,0,unknown,Yes
47,technician,Married,Secondary,No,1981,Yes,No,Cellular,21,jul,919,2,-1,0,unknown,Yes
39,management,Married,Tertiary,No,1423,Yes,No,Telephone,21,jul,733,3,-1,0,unknown,Yes
51,management,Married,Tertiary,No,2455,Yes,No,Cellular,21,jul,553,1,-1,0,unknown,Yes
54,technician,Divorced,Secondary,No,859,No,Yes,Cellular,21,jul,710,1,-1,0,unknown,Yes
58,retired,Married,Unknown,No,9004,No,No,Cellular,21,jul,891,4,-1,0,unknown,Yes
42,unemployed,Married,Unknown,No,970,Yes,No,Telephone,21,jul,691,10,-1,0,unknown,Yes
56,services,Married,Primary,No,486,No,Yes,Telephone,21,jul,1877,1,-1,0,unknown,Yes
55,housemaid,Married,Secondary,No,127,Yes,No,Telephone,21,jul,1130,8,-1,0,unknown,Yes
26,blue-collar,Single,Primary,No,409,Yes,No,Cellular,21,jul,577,2,-1,0,unknown,Yes
40,admin.,Single,Secondary,No,664,No,No,Cellular,21,jul,1342,2,-1,0,unknown,Yes
26,technician,Single,Secondary,No,223,No,Yes,Cellular,21,jul,1002,3,-1,0,unknown,Yes
35,management,Single,Tertiary,No,-324,No,Yes,Cellular,21,jul,985,11,-1,0,unknown,Yes
34,services,Single,Secondary,No,-30,No,No,Cellular,21,jul,1360,3,-1,0,unknown,Yes
41,management,Single,Tertiary,No,1253,No,No,Cellular,21,jul,1134,5,-1,0,unknown,Yes
44,management,Married,Primary,No,4758,Yes,No,Cellular,22,jul,712,6,-1,0,unknown,Yes
33,management,Single,Tertiary,No,30,Yes,No,Cellular,22,jul,1077,1,-1,0,unknown,Yes
